"","ENSEMBL ID","Gene names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"5908","ENSRNOG00000011946","Ptn",97.60324541,3.239538482,0.207591133,15.60537988,6.69e-55,8.97e-54
"5921","ENSRNOG00000011971","C1s",1413.693676,3.313953249,0.066549347,49.79693124,0,0
"5952","ENSRNOG00000012027","Bco1",22.28974532,9.655833314,1.2122489,7.965223407,1.65e-15,7.98e-15
"5956","ENSRNOG00000012036","Pcsk5",498.6901744,2.236511542,0.094948447,23.55500909,1.12e-122,3.74e-121
"5959","ENSRNOG00000012040","Slc25a48",13.06136608,7.917403764,1.238439316,6.393049428,1.63e-10,6.08e-10
"5969","ENSRNOG00000012060","Gucy1b1",157.4491379,3.692571704,0.164148263,22.49534434,4.61e-112,1.37e-110
"5989","ENSRNOG00000012098","Adcyap1r1",193.2961927,2.601162353,0.141563785,18.37449001,2.1e-75,3.78e-74
"5995","ENSRNOG00000012109","Otulinl",21.93348305,2.691301462,0.343321182,7.83901956,4.54e-15,2.15e-14
"6033","ENSRNOG00000012183","Glrx",6080.453761,7.123346348,0.06733107,105.795829,0,0
"6037","ENSRNOG00000012189","Lect2",3.64993708,2.51825471,0.92565588,2.720508521,0.006518159,0.012747229
"6079","ENSRNOG00000012280","Ptx3",193.6384233,4.95316597,0.167853834,29.50880455,2.22e-191,1.38e-189
"6091","ENSRNOG00000012302","Gucy1a1",89.06029537,2.754265836,0.207047281,13.30259358,2.24e-40,2.24e-39
"6101","ENSRNOG00000012325","Adk",2700.04835,2.46919015,0.054726145,45.11902213,0,0
"6121","ENSRNOG00000012364","Prickle2",1453.798887,2.518805253,0.124311419,20.26205862,2.78e-91,6.31e-90
"6156","ENSRNOG00000012439","Bid",736.1722344,2.30102779,0.076535269,30.06493386,1.39e-198,9.19e-197
"6224","ENSRNOG00000012584","Aamdc",65.46141801,2.06011428,0.184749915,11.15082666,7.09e-29,5.33e-28
"6269","ENSRNOG00000012681","Lgals9",2.792915176,3.194115091,1.123419009,2.843209047,0.004466177,0.008965338
"6289","ENSRNOG00000012719","Tdrd12",8.751080293,3.130194737,0.596309477,5.249278872,1.53e-07,4.76e-07
"6336","ENSRNOG00000012795","Cables1",1189.163411,5.819355424,0.106056004,54.8705892,0,0
