"","OM_Titan","Gene Symbols","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"5026","ENSRNOG00000010263","Cldn11",3.957865063,-2.657148228,1.204894852,-2.205294696,0.027433422,0.048729905
"5028","ENSRNOG00000010266","Cd180",7.689424042,-3.484327101,1.125499278,-3.095805717,0.001962789,0.004124045
"5038","ENSRNOG00000010283","Cd28",40.90111506,-2.606207535,0.323301263,-8.061235232,7.55e-16,3.35e-15
"5074","ENSRNOG00000010359","Bik",2.419504666,-3.297889238,1.335484629,-2.469432569,0.013532752,0.025252115
"5078","ENSRNOG00000010365","Syn1",126.2746701,-2.048673062,0.223124137,-9.181763521,4.24e-20,2.18e-19
"5088","ENSRNOG00000010392","Nrg1",400.9361115,-5.938259792,0.32162967,-18.46303481,4.1e-76,6.05e-75
"5120","ENSRNOG00000010459","Fbxo43",3.010629253,-3.246932711,1.079029082,-3.009124374,0.002620018,0.005403353
"5149","ENSRNOG00000010516","Plau",1037.328136,-2.458970738,0.063242798,-38.88143523,0,0
"5199","ENSRNOG00000010597","Slc5a7",8.902383829,-3.180885625,0.673920466,-4.719971844,2.36e-06,6.45e-06
"5206","ENSRNOG00000010607","Rnf208",1.884071221,-3.264751424,1.480584393,-2.205042441,0.027451117,0.048752054
"5212","ENSRNOG00000010617","Scube1",2.424970488,-3.320628107,1.251209338,-2.653934882,0.007955918,0.015401746
"5231","ENSRNOG00000010650","Plekhh1",17.15782124,-2.183573188,0.492391819,-4.434625237,9.22e-06,2.41e-05
"5241","ENSRNOG00000010665","Ccr7",4.994665583,-2.645061714,1.202481807,-2.1996688,0.027830402,0.049373959
"5258","ENSRNOG00000010701","Depdc1b",139.8151553,-2.968093485,0.187199763,-15.85522033,1.29e-56,1.47e-55
"5269","ENSRNOG00000010721","Dlgap5",1241.122119,-2.064997369,0.060639488,-34.05367408,3.58e-254,2.3e-252
"5309","ENSRNOG00000010797","Esm1",7126.915514,-2.710545944,0.049830309,-54.39552708,0,0
"5334","ENSRNOG00000010840","Adamtsl3",1485.988753,-2.121225799,0.112253007,-18.89682835,1.21e-79,1.86e-78
"5354","ENSRNOG00000010883","Pard6b",120.8213244,-2.341717494,0.185411585,-12.62983375,1.45e-36,1.15e-35
"5363","ENSRNOG00000010893","Hes3",3.617613928,-5.772989885,1.385116333,-4.167873663,3.07e-05,7.71e-05
"5369","ENSRNOG00000010899","Bfsp2",31.30930748,-2.19925831,0.319998419,-6.872716166,6.3e-12,2.38e-11
"5400","ENSRNOG00000010960","Ankh",5375.505437,-2.074799328,0.050025331,-41.47497478,0,0
"5421","ENSRNOG00000010997","Ednrb",9.60918925,-5.258317584,0.955148069,-5.505238147,3.69e-08,1.14e-07
