"","OM_Titan","Gene Symbols","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"14043","ENSRNOG00000033527","Pappa1",598.9207785,4.361004082,0.197039532,22.13263518,1.53e-108,3.26e-107
"14060","ENSRNOG00000033579","Glt8d2",119.132247,2.929329636,0.183886525,15.93009403,3.92e-57,4.51e-56
"14104","ENSRNOG00000033733","Ccdc81",7.323548069,4.829496508,0.963731618,5.011246304,5.41e-07,1.55e-06
"14107","ENSRNOG00000033740","Lurap1l",718.8479788,2.952476852,0.100069102,29.50438045,2.53e-191,1.12e-189
"14140","ENSRNOG00000033893","Cacna1h",58.66057351,3.207768107,0.24645549,13.01560826,9.97e-39,8.29e-38
"14147","ENSRNOG00000033921","Als2cl",220.6507774,2.358743319,0.184034736,12.81683758,1.32e-37,1.07e-36
"14375","ENSRNOG00000036484","unkown",38.08151229,3.053693285,0.264502946,11.54502559,7.82e-31,5.42e-30
"14514","ENSRNOG00000037076","LOC689757",37.14260297,2.023313345,0.258599113,7.824131028,5.11e-15,2.2e-14
"14541","ENSRNOG00000037199","Spink8",103.7801565,3.710029068,0.217398758,17.06554857,2.68e-65,3.43e-64
"14680","ENSRNOG00000037853","Rarres1",1060.805621,3.243675388,0.076190969,42.57296418,0,0
"14715","ENSRNOG00000038047","Mt1",146.559572,2.23972427,0.165314176,13.54828927,8.11e-42,7.16e-41
"14726","ENSRNOG00000038091","Sohlh2",1.349198972,3.973269553,1.757669926,2.260532251,0.023788237,0.042800936
"14748","ENSRNOG00000038202","Calml4",96.84061588,2.092359871,0.187907521,11.1350512,8.47e-29,5.57e-28
"14769","ENSRNOG00000038328","Gjc2",7.999731399,2.76155793,0.691552061,3.993275539,6.52e-05,0.000158997
"14775","ENSRNOG00000038365","unkown",327.9830586,5.835726115,0.165317144,35.30018709,5.83e-273,4.14e-271
"14790","ENSRNOG00000038473","Got1l1",11.41013806,3.126601147,0.558178896,5.601432029,2.13e-08,6.66e-08
"14820","ENSRNOG00000038720","Cdkl1",4.378628959,2.149542836,0.739140754,2.908164412,0.003635571,0.007375491
"14821","ENSRNOG00000038722","Tlr1",7.03952996,2.097708991,0.783083256,2.678781566,0.007389058,0.014378957
"14825","ENSRNOG00000038746","Bco2",9.897927671,2.908356188,0.531439645,5.472599226,4.43e-08,1.36e-07
"14852","ENSRNOG00000038916","Dram1",608.3868394,2.340968702,0.080604667,29.04259511,1.91e-185,8e-184
"14879","ENSRNOG00000039107","Mfrp",48.74492563,4.09687593,0.305431306,13.41341194,5.05e-41,4.41e-40
"14880","ENSRNOG00000039110","Lsmem1",27.84084561,2.60491477,0.285403953,9.127115242,7.03e-20,3.6e-19
"14907","ENSRNOG00000039336","Hrct1",482.7662264,3.703162122,0.101541109,36.46958504,3.37e-291,2.68e-289
"14933","ENSRNOG00000039473","Ccdc152",26.86585697,10.06338575,1.206651888,8.339924588,7.43e-17,3.43e-16
"14950","ENSRNOG00000039560","Omd",180.7058246,5.643177993,0.196990009,28.6470264,1.75e-180,6.96e-179
"14970","ENSRNOG00000039668","Col8a1",1752.126375,2.967807147,0.082905317,35.79754881,1.21e-280,9e-279
"15037","ENSRNOG00000040108","unkown",241.0210564,8.285317759,0.872403427,9.497117396,2.16e-21,1.15e-20
"15302","ENSRNOG00000042607","Rhof",452.4672822,4.893207311,0.11300144,43.30216784,0,0
"15308","ENSRNOG00000042634","Serpina12",3.85686702,7.261274163,1.467952187,4.946533153,7.55e-07,2.14e-06
"15332","ENSRNOG00000042727","RGD1563159",8.197702247,2.336479832,0.676063259,3.456007705,0.00054824,0.001224288
"15361","ENSRNOG00000042847","LOC687707",2.563915088,4.386997508,1.430058701,3.067704497,0.002157098,0.004503407
"15366","ENSRNOG00000042860","Pappa2",64.40459296,3.421247194,0.265285617,12.89646697,4.71e-38,3.87e-37
"15385","ENSRNOG00000042929","LOC100361087",44.6058421,5.864685967,0.433934685,13.51513527,1.27e-41,1.12e-40
"15395","ENSRNOG00000042970","unkown",1.371552001,4.300717768,1.629147464,2.639857878,0.00829408,0.016011539
"15403","ENSRNOG00000042990","unkown",23.55651883,2.850335722,0.349592141,8.153317504,3.54e-16,1.6e-15
"15432","ENSRNOG00000043098","Mt2A",1057.989199,4.505960579,0.114736263,39.27233176,0,0
"15612","ENSRNOG00000045578","unkown",5.016933691,2.073035422,0.887455258,2.335932322,0.019494769,0.035545475
"15630","ENSRNOG00000045626","Pkd1l2",18.31798893,5.22358401,0.544939762,9.585617292,9.19e-22,4.97e-21
"15660","ENSRNOG00000045684","unkown",40.60410257,3.181354184,0.296163846,10.74187219,6.47e-27,4.07e-26
"15664","ENSRNOG00000045693","unkown",2.537122362,5.65801794,1.58528811,3.569078645,0.000358239,0.000816506
"15693","ENSRNOG00000045772","unkown",4.020277254,2.935814318,0.928681591,3.161271148,0.001570822,0.003339966
"15708","ENSRNOG00000045821","Slc41a3",1505.182208,2.086386933,0.0642553,32.47026993,2.8e-231,1.57e-229
"15830","ENSRNOG00000046171","Mlxipl",21.49181563,6.558961894,0.708819694,9.2533573,2.18e-20,1.13e-19
"15898","ENSRNOG00000046333","Ablim1",454.0843044,7.509335989,0.209345425,35.87055211,8.8e-282,6.62e-280
"15920","ENSRNOG00000046395","LOC120100003",3.235033795,3.658903585,1.202929341,3.04166127,0.002352765,0.004880235
"15967","ENSRNOG00000046521","unkown",116.030419,3.301817056,0.211529509,15.60925033,6.3e-55,6.98e-54
"16016","ENSRNOG00000046658","unkown",149.6587087,5.579717653,0.212201624,26.2944154,2.22e-152,7.09e-151
"16057","ENSRNOG00000046785","unkown",1.689918681,4.545795833,1.533558266,2.96421462,0.003034566,0.006221843
"16120","ENSRNOG00000046972","Chrm2",22.5680977,5.199730858,0.593086201,8.767243028,1.83e-18,8.92e-18
"16148","ENSRNOG00000047046","Plin4",98.11624853,3.269024059,0.285443109,11.45245396,2.29e-30,1.56e-29
"16152","ENSRNOG00000047065","unkown",4.419291925,2.366061821,0.727399829,3.252766534,0.001142874,0.002465436
"16160","ENSRNOG00000047082","unkown",3.191965523,4.284880393,1.209231815,3.543473087,0.000394894,0.000894913
"16195","ENSRNOG00000047158","LOC103689947",165.9140498,2.537581005,0.146371569,17.3365704,2.49e-67,3.29e-66
"16281","ENSRNOG00000047384","unkown",3.348110523,4.316526639,1.213595743,3.556807664,0.000375389,0.000853718
"16320","ENSRNOG00000047495","unkown",2.40361755,4.278535917,1.37473884,3.112253609,0.001856649,0.003916025
"16325","ENSRNOG00000047503","Apoc3",6.233870618,2.789727057,0.870721396,3.203926157,0.001355672,0.00290168
"16395","ENSRNOG00000047686","Pou3f1",3.657603,3.387101314,1.018717608,3.324867744,0.000884605,0.001931515
"16436","ENSRNOG00000047786","unkown",4624.628693,3.08765239,0.080894622,38.16882146,0,0
"16453","ENSRNOG00000047854","unkown",627.5641172,4.594240053,0.114218044,40.2234172,0,0
"16456","ENSRNOG00000047864","unkown",621.8733523,4.599616834,0.112426103,40.91235665,0,0
"16567","ENSRNOG00000048172","unkown",94.74354722,3.653324298,0.197085698,18.53672966,1.04e-76,1.55e-75
"16586","ENSRNOG00000048209","Eps8l3",5.675495361,2.283592267,0.738097703,3.093888869,0.001975515,0.004147981
"16589","ENSRNOG00000048222","Nlrc5",2.163362253,3.093906544,1.189410662,2.601209693,0.009289565,0.017808022
"16652","ENSRNOG00000048402","unkown",114.7317148,2.056106784,0.18668104,11.01400968,3.27e-28,2.12e-27
"16667","ENSRNOG00000048433","Tshz2",203.9487962,3.382661118,0.181560681,18.63102244,1.8e-77,2.71e-76
"16671","ENSRNOG00000048449","Itgb3",641.6771449,2.595023559,0.129509208,20.03736722,2.6e-89,4.5e-88
"16682","ENSRNOG00000048478","unkown",7.053044755,3.715898338,0.883822755,4.204347892,2.62e-05,6.59e-05
"16754","ENSRNOG00000048703","Alkal1",51.30129459,3.383955492,0.272460149,12.42000163,2.04e-35,1.58e-34
"16756","ENSRNOG00000048706","Nox1",220.7376258,2.763941999,0.12043968,22.94876565,1.52e-116,3.47e-115
"16764","ENSRNOG00000048723","Pros1",2333.641949,2.182664529,0.057435056,38.00230508,0,0
"16766","ENSRNOG00000048726","Clec2d",41.97938446,3.007812156,0.268188167,11.21530525,3.43e-29,2.28e-28
"16816","ENSRNOG00000048878","unkown",2.932630457,2.376023281,1.066896584,2.227041793,0.025944481,0.046318792
"16832","ENSRNOG00000048924","Islr",691.1911801,2.383533474,0.080492192,29.61198373,1.05e-192,4.68e-191
"16842","ENSRNOG00000048953","unkown",3.605252587,6.077988753,1.471325958,4.13096005,3.61e-05,9e-05
"16874","ENSRNOG00000049028","C5ar2",71.75202132,4.062112717,0.229863537,17.67184465,6.91e-70,9.48e-69
"16933","ENSRNOG00000049192","unkown",624.8717294,2.845396865,0.100544159,28.29997183,3.46e-176,1.33e-174
"16998","ENSRNOG00000049385","Adamtsl4",2737.49547,2.715854173,0.064103885,42.36645182,0,0
"17020","ENSRNOG00000049452","Nebl",46.88619179,4.386556708,0.327413196,13.39761731,6.24e-41,5.43e-40
"17052","ENSRNOG00000049537","LOC100302372",3174.393204,2.166011775,0.058717259,36.88884328,6.98e-298,5.81e-296
"17113","ENSRNOG00000049743","Gstm5",2457.673798,2.389637887,0.074881088,31.91243534,1.79e-223,9.54e-222
"17126","ENSRNOG00000049771","Gstt1",111.3079231,2.493676644,0.182458799,13.66706708,1.6e-42,1.43e-41
"17153","ENSRNOG00000049853","Rtl9",1.761421625,5.013194699,1.60219122,3.128961534,0.001754253,0.003710116
"17211","ENSRNOG00000049995","unkown",2.024291834,3.398959488,1.539537196,2.207780037,0.02725961,0.048456973
"17232","ENSRNOG00000050050","unkown",19.19958102,2.393490894,0.431789055,5.543194913,2.97e-08,9.22e-08
"17260","ENSRNOG00000050123","Gdf5",6.849034332,3.787556428,0.679768494,5.571832858,2.52e-08,7.86e-08
"17288","ENSRNOG00000050201","unkown",747.718696,2.299229567,0.075666847,30.38622127,8.35e-203,4e-201
"17297","ENSRNOG00000050215","Cdsn",379.7252422,2.778388459,0.101076452,27.48798952,2.44e-166,8.75e-165
"17322","ENSRNOG00000050278","unkown",4591.730872,2.126762335,0.058150353,36.57350694,7.54e-293,6.17e-291
"17332","ENSRNOG00000050315","unkown",526.1061263,4.180081247,0.102903829,40.62124127,0,0
"17374","ENSRNOG00000050431","unkown",1602.536666,2.672250798,0.063400424,42.14878451,0,0
"17392","ENSRNOG00000050485","unkown",609.3973009,3.919502995,0.104116154,37.64548403,0,0
"17417","ENSRNOG00000050548","unkown",2.107185846,6.285062417,1.619444932,3.880997923,0.000104029,0.000248709
"17444","ENSRNOG00000050625","unkown",4.839240062,2.93712859,0.753858306,3.896128178,9.77e-05,0.000234341
"17534","ENSRNOG00000050869","Cebpd",1778.580404,4.421932487,0.091516403,48.31846883,0,0
"17556","ENSRNOG00000050955","unkown",3.954071184,7.30087553,1.453253131,5.023815449,5.07e-07,1.45e-06
"17578","ENSRNOG00000051002","unkown",6.232055903,2.064213043,0.726320492,2.84201405,0.004482952,0.008985164
"17584","ENSRNOG00000051025","unkown",1.861032577,5.524066158,1.581674142,3.492543762,0.000478443,0.001076151
"17614","ENSRNOG00000051080","unkown",15.41180101,2.893221237,0.525697976,5.503580708,3.72e-08,1.15e-07
"17660","ENSRNOG00000051171","unkown",1.644249368,5.659885747,1.612319839,3.510398874,0.000447435,0.001008959
"17701","ENSRNOG00000051253","unkown",89.31604032,3.278147126,0.212823212,15.40314654,1.56e-53,1.69e-52
"17702","ENSRNOG00000051254","unkown",7.680819442,2.555350806,0.569723052,4.485250857,7.28e-06,1.92e-05
"17712","ENSRNOG00000051272","unkown",42.65636359,2.298838056,0.292557866,7.857720888,3.91e-15,1.69e-14
"17736","ENSRNOG00000051307","unkown",1610.287682,4.510269814,0.065079838,69.30364269,0,0
"17860","ENSRNOG00000051548","Lmod1",7635.077575,2.592636349,0.05523692,46.93665641,0,0
"18017","ENSRNOG00000051860","unkown",16.65317147,2.31871675,0.420254638,5.517409066,3.44e-08,1.06e-07
"18080","ENSRNOG00000051977","Mmrn2",74.45072165,2.669811944,0.211279502,12.63639833,1.33e-36,1.06e-35
"18162","ENSRNOG00000052150","unkown",104.2030089,4.223592417,0.220359045,19.16686657,7e-82,1.11e-80
"18250","ENSRNOG00000052327","U2",3.891405913,2.250869569,1.004675181,2.240395314,0.02506527,0.044878247
"18293","ENSRNOG00000052407","Btk",23.04468355,2.133053689,0.456081821,4.676910131,2.91e-06,7.91e-06
"18362","ENSRNOG00000052564","Gpx3",12784.56263,4.734881543,0.058965308,80.29944574,0,0
"18364","ENSRNOG00000052569","unkown",12.36625599,2.320207358,0.470858637,4.927609217,8.32e-07,2.35e-06
"18374","ENSRNOG00000052587","unkown",80.56627831,2.383482398,0.212359309,11.22381878,3.12e-29,2.08e-28
"18394","ENSRNOG00000052639","unkown",1.234202815,5.492708725,2.132351542,2.575892679,0.009998167,0.019062614
"18399","ENSRNOG00000052651","unkown",5.472437003,2.906272264,0.661370319,4.394319163,1.11e-05,2.88e-05
"18411","ENSRNOG00000052685","unkown",4654.527225,2.121846243,0.058435404,36.31097042,1.09e-288,8.62e-287
"18445","ENSRNOG00000052742","unkown",1.176190872,4.674878653,1.608927255,2.905587334,0.003665645,0.007429232
"18453","ENSRNOG00000052758","Cyria",3.850945369,2.38835574,0.836930084,2.853709988,0.004321196,0.008676801
"18522","ENSRNOG00000052902","unkown",19.53773469,3.151128964,0.447243674,7.045664688,1.85e-12,7.14e-12
"18572","ENSRNOG00000053015","Cfap119",45.14181551,2.237752371,0.227097612,9.853702785,6.61e-23,3.7e-22
"18577","ENSRNOG00000053025","AC130391.3",227.472884,2.462121859,0.139430817,17.65837651,8.77e-70,1.2e-68
"18583","ENSRNOG00000053035","unkown",1.960067837,3.260901514,1.364657059,2.389539183,0.016869524,0.031080699
"18612","ENSRNOG00000053086","Selenop",298.827725,9.201744958,0.44590204,20.63624771,1.3e-94,2.36e-93
"18630","ENSRNOG00000053145","Vwa8",512.7375177,2.043187804,0.152907755,13.36222481,1.01e-40,8.71e-40
"18653","ENSRNOG00000053200","Dock10",1.722098389,5.1897664,1.829050161,2.837410647,0.004548107,0.009110863
"18745","ENSRNOG00000053397","Fmr1nb",4.263309626,2.669663421,0.952745892,2.802072874,0.00507754,0.010094492
"18746","ENSRNOG00000053400","Cfi",6.088324747,4.127741535,0.810089012,5.095417259,3.48e-07,1.01e-06
"18747","ENSRNOG00000053402","Gabrq",2.989429349,3.44842926,1.357028494,2.541162013,0.011048471,0.020898578
"18752","ENSRNOG00000053410","Adcy10",24.4082038,3.520573592,0.437234626,8.051909393,8.15e-16,3.61e-15
"18767","ENSRNOG00000053448","Psme3",111.5290289,2.636833263,0.224824345,11.72841522,9.11e-32,6.51e-31
"18896","ENSRNOG00000053691","Lama5",2057.431239,4.366233905,0.121957315,35.80132854,1.05e-280,7.89e-279
"18946","ENSRNOG00000053789","AC111369.1",3.109993751,2.59673531,1.085613142,2.391952723,0.016759001,0.030895372
"18959","ENSRNOG00000053812","unkown",165.9140498,2.537581005,0.146371569,17.3365704,2.49e-67,3.29e-66
"18970","ENSRNOG00000053831","unkown",15.25574635,3.664815145,0.501882888,7.302132095,2.83e-13,1.14e-12
"19020","ENSRNOG00000053944","unkown",44.46058915,2.309977131,0.286403058,8.06547648,7.3e-16,3.24e-15
"19062","ENSRNOG00000054047","U2",59.1504008,2.644634684,0.222397361,11.89148408,1.31e-32,9.56e-32
"19076","ENSRNOG00000054080","Cgnl1",15.31241075,2.149900545,0.482934644,4.451742223,8.52e-06,2.23e-05
"19100","ENSRNOG00000054136","unkown",20.32904388,3.976209622,0.523869195,7.590080996,3.2e-14,1.33e-13
"19255","ENSRNOG00000054452","LOC120100374",3.162616415,4.334838267,1.472681001,2.943501181,0.003245226,0.006629
"19259","ENSRNOG00000054458","Kcnmb4",74.45498828,4.979689717,0.2907078,17.12953598,8.94e-66,1.15e-64
"19326","ENSRNOG00000054576","Gsdmc",5.508639296,2.673109754,0.808219648,3.30740506,0.000941646,0.002049588
"19444","ENSRNOG00000054843","unkown",11.68346592,2.395929818,0.545717306,4.390423013,1.13e-05,2.93e-05
"19454","ENSRNOG00000054861","unkown",7.717193159,3.534994789,0.644954822,5.480995982,4.23e-08,1.3e-07
"19508","ENSRNOG00000054978","unkown",2567.063849,2.479860716,0.048090009,51.56706714,0,0
"19582","ENSRNOG00000055119","unkown",66.14414419,2.164467319,0.221857511,9.756114688,1.74e-22,9.6e-22
"19583","ENSRNOG00000055124","AABR07001942.1",9.977833561,2.316485836,0.55111005,4.203309004,2.63e-05,6.62e-05
"19605","ENSRNOG00000055178","unkown",4.388917338,3.608295498,1.101775397,3.274982821,0.001056684,0.002287439
"19652","ENSRNOG00000055283","AABR07036463.1",1.835663124,3.739778393,1.512842105,2.472021621,0.013435139,0.02508502
"19693","ENSRNOG00000055367","unkown",2.135745535,3.740287749,1.310140127,2.85487611,0.004305362,0.008646868
"19735","ENSRNOG00000055450","Ckmt2",27.85582714,3.019515653,0.318143666,9.491044389,2.29e-21,1.22e-20
"19884","ENSRNOG00000055765","unkown",706.3174967,4.838372347,0.101474164,47.68082982,0,0
"19969","ENSRNOG00000055936","Trnp1",72.08387702,3.69017126,0.218771343,16.86770862,7.78e-64,9.71e-63
"19985","ENSRNOG00000055966","LOC689800",259.301984,3.59610012,0.153261642,23.46379745,9.56e-122,2.28e-120
"20062","ENSRNOG00000056135","Tsc22d3",7421.822271,5.003162426,0.053546665,93.43555659,0,0
"20073","ENSRNOG00000056153","Tent5b",965.6281874,6.226784593,0.115328672,53.99164395,0,0
"20219","ENSRNOG00000056471","LOC102552073",71.14279804,7.583817663,0.536773933,14.12851333,2.53e-45,2.38e-44
"20270","ENSRNOG00000056580","En1",54.33268108,4.010327481,0.296251042,13.53692278,9.47e-42,8.35e-41
"20333","ENSRNOG00000056722","unkown",9.24397476,3.584386469,0.671829554,5.335261671,9.54e-08,2.87e-07
"20366","ENSRNOG00000056772","Col4a6",6.408482726,2.591743066,0.860546617,3.011740463,0.002597546,0.005358784
"20387","ENSRNOG00000056811","unkown",1.945366713,3.815872196,1.476366195,2.584638018,0.009748128,0.018635393
"20437","ENSRNOG00000056915","Ptprq",11.36099228,3.324479421,0.625986432,5.310785105,1.09e-07,3.27e-07
"20487","ENSRNOG00000057016","unkown",10.96497677,2.157988055,0.55522654,3.886680297,0.000101624,0.000243211
"20526","ENSRNOG00000057078","Ddit4",1066.578503,3.46748193,0.093100526,37.24449353,1.3e-303,1.1e-301
"20566","ENSRNOG00000057153","Pla1a",326.5571967,3.128407102,0.120252287,26.0153647,3.32e-149,1.03e-147
"20594","ENSRNOG00000057230","unkown",9.412801025,3.690563304,0.863400606,4.274450678,1.92e-05,4.87e-05
"20620","ENSRNOG00000057291","AABR07019088.1",54.69042039,2.166729177,0.25181236,8.60453861,7.66e-18,3.66e-17
"20624","ENSRNOG00000057297","unkown",5.411811958,2.014432322,0.819221184,2.458960244,0.013934005,0.025959318
"20629","ENSRNOG00000057308","unkown",6.098581014,6.972397825,1.339920317,5.20359139,1.95e-07,5.77e-07
"20648","ENSRNOG00000057347","Cebpb",2009.95119,2.092423672,0.281727897,7.427108557,1.11e-13,4.53e-13
"20727","ENSRNOG00000057519","unkown",3.623681694,5.290559485,1.326980356,3.986916205,6.69e-05,0.00016319
"20808","ENSRNOG00000057713","Cav2",2234.732351,2.55990577,0.048392919,52.89835453,0,0
"20847","ENSRNOG00000057794","Adamts5",765.8075812,2.506010389,0.136438625,18.36730902,2.4e-75,3.51e-74
"20867","ENSRNOG00000057822","unkown",105.2330158,3.051847338,0.207933657,14.67702432,9.05e-49,9.03e-48
"20889","ENSRNOG00000057865","Prss16",63.91912579,5.52306918,0.333070248,16.58229522,9.36e-62,1.14e-60
"20895","ENSRNOG00000057880","Myh11",2685.285352,4.204891404,0.07569119,55.55324726,0,0
"20954","ENSRNOG00000058006","Sncg",1629.304854,5.230217857,0.099512406,52.55845059,0,0
"20990","ENSRNOG00000058072","unkown",2.207178198,5.300887968,1.56690202,3.383037293,0.000716889,0.001580849
"21009","ENSRNOG00000058114","unkown",3.060806769,3.86951014,1.075650731,3.597366717,0.000321455,0.000735904
"21043","ENSRNOG00000058186","Errfi1",16553.04349,3.100691295,0.043639207,71.05287829,0,0
"21067","ENSRNOG00000058242","unkown",4.433876796,2.910513924,0.957709903,3.039035008,0.002373373,0.004918061
"21089","ENSRNOG00000058275","Spef2",2.346644254,3.707742834,1.218926549,3.041809892,0.002351604,0.004878368
"21124","ENSRNOG00000058357","unkown",2457.596794,2.390673533,0.075064958,31.84806328,1.4e-222,7.42e-221
"21133","ENSRNOG00000058375","unkown",4.897220848,2.907550721,0.742239806,3.917265951,8.96e-05,0.00021544
"21139","ENSRNOG00000058388","Zfp36",1638.45925,2.274106237,0.06691443,33.98528907,3.67e-253,2.34e-251
"21156","ENSRNOG00000058422","Lilrb3a",22.55948678,2.035521508,0.38754803,5.252307716,1.5e-07,4.46e-07
"21165","ENSRNOG00000058434","Cfap99",11.11170923,2.358084189,0.503510571,4.683286356,2.82e-06,7.68e-06
"21172","ENSRNOG00000058446","unkown",5.692882178,4.900174175,1.066370567,4.595188884,4.32e-06,1.16e-05
"21184","ENSRNOG00000058470","Col12a1",42932.08784,4.320883778,0.188337431,22.94224659,1.76e-116,4.02e-115
"21208","ENSRNOG00000058510","unkown",1.364739029,5.730081268,2.414156357,2.373533617,0.017618789,0.03233982
"21238","ENSRNOG00000058571","unkown",33.70797563,6.681171644,1.617550837,4.130424522,3.62e-05,9.02e-05
"21360","ENSRNOG00000058827","unkown",33.08921509,2.096677787,0.280013877,7.487763846,7.01e-14,2.88e-13
"21393","ENSRNOG00000058902","unkown",4.148670789,3.718696311,1.472169164,2.525997965,0.011537015,0.021758712
"21425","ENSRNOG00000058956","unkown",30.44196433,2.457638768,0.303613467,8.094630294,5.74e-16,2.57e-15
"21485","ENSRNOG00000059093","unkown",16.0867519,2.343174187,0.4204471,5.573053512,2.5e-08,7.81e-08
"21589","ENSRNOG00000059322","N4bp2l1",29.95559164,3.573473436,0.367532374,9.722880718,2.41e-22,1.33e-21
"21614","ENSRNOG00000059375","unkown",5.145663054,7.699323261,1.404608226,5.481473852,4.22e-08,1.3e-07
"21619","ENSRNOG00000059382","unkown",11.99879767,2.034531627,0.460454445,4.418529674,9.94e-06,2.59e-05
"21684","ENSRNOG00000059487","unkown",135.3490315,2.978719715,0.153183248,19.44546653,3.18e-84,5.22e-83
"21692","ENSRNOG00000059500","Cdkn1c",320.6849812,6.6760485,0.199859121,33.403772,1.21e-244,7.2e-243
"21816","ENSRNOG00000059750","C2H1orf54",123.9978809,2.195205837,0.170594533,12.86797297,6.82e-38,5.58e-37
"21900","ENSRNOG00000059906","unkown",2.344316704,5.104668435,1.398718884,3.649531363,0.000262719,0.000606951
"21990","ENSRNOG00000060087","Adra1b",230.495533,4.799033362,0.158159,30.34309374,3.1e-202,1.48e-200
"22023","ENSRNOG00000060166","unkown",1.835830047,3.289727905,1.327594993,2.477960464,0.013213579,0.024698525
"22056","ENSRNOG00000060237","Inhbb",63.55532627,4.184654396,0.260456367,16.06662356,4.37e-58,5.11e-57
"22115","ENSRNOG00000060365","unkown",1.892570595,5.370703549,1.619092747,3.317106791,0.000909548,0.001983426
"22264","ENSRNOG00000060618","AABR07027267.1",1.349796389,5.074743194,1.576681221,3.218623478,0.001288075,0.002762381
"22274","ENSRNOG00000060636","unkown",1.387628996,3.285462953,1.488148808,2.207751628,0.027261592,0.048456973
"22297","ENSRNOG00000060687","Slc24a3",112.0863629,2.247993784,0.202694748,11.09053788,1.39e-28,9.13e-28
"22323","ENSRNOG00000060742","unkown",4.3537381,3.673421749,1.219584207,3.012027973,0.002595087,0.005354303
"22335","ENSRNOG00000060769","unkown",10.40989671,2.061371747,0.530255741,3.887504818,0.00010128,0.000242417
"22364","ENSRNOG00000060829","unkown",36.12795777,4.525967233,0.372608023,12.14672511,5.97e-34,4.49e-33
"22384","ENSRNOG00000060867","Rln1",4.067677709,3.255713635,0.917795476,3.547319331,0.000389173,0.000882698
"22398","ENSRNOG00000060899","unkown",223.8579784,5.750636996,0.201737719,28.5055122,1e-178,3.95e-177
"22524","ENSRNOG00000061122","unkown",9.11542671,2.414276707,0.490983501,4.917225734,8.78e-07,2.47e-06
"22603","ENSRNOG00000061272","unkown",200.7070523,2.320053312,0.111809497,20.75005586,1.22e-95,2.25e-94
"22604","ENSRNOG00000061273","unkown",28.01510447,2.298817468,0.336231644,6.837005115,8.09e-12,3.03e-11
"22660","ENSRNOG00000061373","Loxl3",3162.567627,2.054894246,0.040823628,50.33590426,0,0
"22684","ENSRNOG00000061429","Rph3al",2.596943678,6.38383708,1.596287069,3.999178596,6.36e-05,0.000155246
"22692","ENSRNOG00000061442","unkown",271.2907548,2.041497977,0.140841369,14.49501653,1.3e-47,1.27e-46
"22774","ENSRNOG00000061610","unkown",4.335122052,4.79125293,1.091265082,4.390549107,1.13e-05,2.93e-05
"22796","ENSRNOG00000061661","unkown",6.893408221,2.093150119,0.737985068,2.836304161,0.004563896,0.009137585
"22843","ENSRNOG00000061768","Slc43a3",9.25388412,3.873436472,0.609989098,6.350009348,2.15e-10,7.57e-10
"22850","ENSRNOG00000061785","unkown",6.234499225,2.180035023,0.614947021,3.545077784,0.000392497,0.000889699
"22917","ENSRNOG00000061934","unkown",3.274978611,4.473291985,1.348529864,3.317161973,0.000909369,0.001983266
"23008","ENSRNOG00000062088","unkown",6.915084348,6.908324159,1.316706414,5.246670091,1.55e-07,4.59e-07
"23015","ENSRNOG00000062101","Ace",81.45250922,2.530341823,0.171966793,14.71413044,5.23e-49,5.25e-48
"23029","ENSRNOG00000062125","unkown",6.611826787,7.940383828,1.29271304,6.142417987,8.13e-10,2.76e-09
"23034","ENSRNOG00000062131","unkown",3.273371236,4.85962718,1.235047314,3.934770048,8.33e-05,0.000201001
"23066","ENSRNOG00000062180","unkown",93.2216292,3.359029509,0.240112237,13.98941406,1.81e-44,1.68e-43
"23127","ENSRNOG00000062276","Ggt5",55.3242123,4.253962536,0.299366805,14.20986717,7.96e-46,7.54e-45
"NA",NA,NA,NA,NA,NA,NA,NA,NA
"NA.1",NA,NA,NA,NA,NA,NA,NA,NA
"NA.2",NA,NA,NA,NA,NA,NA,NA,NA
"NA.3",NA,NA,NA,NA,NA,NA,NA,NA
"NA.4",NA,NA,NA,NA,NA,NA,NA,NA
"NA.5",NA,NA,NA,NA,NA,NA,NA,NA
"NA.6",NA,NA,NA,NA,NA,NA,NA,NA
"NA.7",NA,NA,NA,NA,NA,NA,NA,NA
"NA.8",NA,NA,NA,NA,NA,NA,NA,NA
"NA.9",NA,NA,NA,NA,NA,NA,NA,NA
"NA.10",NA,NA,NA,NA,NA,NA,NA,NA
"NA.11",NA,NA,NA,NA,NA,NA,NA,NA
"NA.12",NA,NA,NA,NA,NA,NA,NA,NA
"NA.13",NA,NA,NA,NA,NA,NA,NA,NA
"NA.14",NA,NA,NA,NA,NA,NA,NA,NA
"NA.15",NA,NA,NA,NA,NA,NA,NA,NA
"NA.16",NA,NA,NA,NA,NA,NA,NA,NA
"NA.17",NA,NA,NA,NA,NA,NA,NA,NA
"NA.18",NA,NA,NA,NA,NA,NA,NA,NA
"NA.19",NA,NA,NA,NA,NA,NA,NA,NA
"NA.20",NA,NA,NA,NA,NA,NA,NA,NA
"NA.21",NA,NA,NA,NA,NA,NA,NA,NA
"NA.22",NA,NA,NA,NA,NA,NA,NA,NA
"NA.23",NA,NA,NA,NA,NA,NA,NA,NA
"NA.24",NA,NA,NA,NA,NA,NA,NA,NA
"NA.25",NA,NA,NA,NA,NA,NA,NA,NA
